0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,10,1,1,1,1,1,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,1,1,1,7,7,7,7,1,1,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,7,1,1,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,10,0,10,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,10,10,10,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#texture assets/textures/tilemap2.png
#tileW 50
#tileH 50
#gridW 25
#gridH 25
