0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,
0,0,0,0,8,7,7,8,0,0,0,0,0,0,0,0,0,0,0,8,7,7,8,0,0,
0,0,0,0,8,7,7,7,8,0,0,0,0,0,0,0,0,0,8,7,7,7,8,0,0,
0,0,0,0,8,7,2,7,7,8,0,0,0,0,0,0,0,8,7,7,2,7,8,0,0,
0,0,0,0,8,7,2,2,7,8,0,0,0,0,0,0,0,8,7,2,2,7,8,0,0,
0,0,0,0,8,7,2,2,7,7,8,8,8,8,8,8,8,7,7,2,2,7,8,0,0,
0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,
0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,
0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,
0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,
0,0,8,7,7,7,7,7,7,8,8,7,7,7,7,7,8,8,7,7,7,7,7,7,8,
0,0,0,8,7,7,7,7,7,8,8,7,7,7,7,7,8,8,7,7,7,7,7,8,0,
0,0,8,7,7,7,7,7,7,8,8,7,7,7,7,7,8,8,7,7,7,7,7,7,8,
0,0,0,8,8,7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,7,7,8,8,0,
0,0,0,0,0,8,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,8,0,0,0,
0,0,0,0,0,0,8,8,7,7,7,7,7,7,7,7,7,7,7,8,8,0,0,0,0,
0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#texture assets/textures/tilemap2.png
#tileW 50
#tileH 50
#gridW 25
#gridH 25
